id,title,price,weight,description,article_link,img_link,extra_details,date_published,date_expires,scraped_date
76,Pizzatasche,0.99,Stück,"mit würziger Füllung, umhüllt von knusprigem Teig, klassische Käse-Bestreuung, Stück",placeholder,https://offer-images.api.edeka/b8f2705e-4e33-4355-9711-5407a851a98f_5735_pizzatasche_bo_1.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
77,Popp Brotaufstrich,1.29,3x40g/150g Becher,"streichfähiger Salat, versch. Sorten, 3x40g/150g Becher, (1kg=10,75/8,60)",placeholder,https://offer-images.api.edeka/6e5e44ef-bcda-4f54-9b6b-edc8e594265e_4045800402261_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
78,Prima Donna Maturo,1.69,100g,"holl. Schnittkäse, extra lange gereift, herzhaft-pikanter Geschmack, 45% Fett i. Tr., 100g, (1kg=16,90)",placeholder,https://offer-images.api.edeka/41043ee4-59ea-4ccd-bad1-45d29291a2bf_P3433043002_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
79,Rexona Deo,1.79,50/150ml Dose,"versch. Varianten, 50/150ml Dose, (1l=35,80/11,93)",placeholder,https://offer-images.api.edeka/c7c2e8c2-faf4-49d4-a519-97f6bca5f1e4_96079768_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
80,Sagrotan Reiniger**,2.79,Flasche/Packung,"versch. Varianten, z. B.: WC-Reiniger Ozeanfrische 750ml, **Biozidartikel, Sicherheitshinweise beachten!, Flasche/Packung, (1l=3,72)",placeholder,https://offer-images.api.edeka/e2825704-36b7-44ed-8e6d-749e16c4499a_4251758404107_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
81,Schauma Shampoo oder Spülung,1.59,400/250ml Flasche,"versch. Varianten, 400/250ml Flasche, (1l=3,98/6,36)",placeholder,https://offer-images.api.edeka/c99cb933-de57-4f1c-9238-bdaef04c17b9_4015100718072_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
82,"Schwarmstedter Bio-Kartoffeltaschen, - Lieblingspuffer, -Rösti-Kroketten oder -Rösti-Ecken",1.99,300/450/600g Packung,"300/450/600g Packung, (1kg=6,63/4,42/3,32)",placeholder,https://offer-images.api.edeka/d5bb44af-ac32-446a-82f7-ace23dc70956_4006181003690.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
83,Schär Meisterbäckers- oder Land-Brot,2.22,250/275/330/350g Beutel,"in Scheiben, versch. Sorten, 250/275/330/350g Beutel, (1kg=8,88/8,07/6,73/6,34)",placeholder,https://offer-images.api.edeka/c5fc7d3c-c981-4984-b99c-ef04fb36592f_8008698028315_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
84,Sinalco Cola oder Orange,0.49,"0,5l PET-DPG-Flasche","Limonade, versch. Sorten, teilweise koffeinhaltig, + 0,25 Pfand, 0,5l PET-DPG-Flasche, (1l=0,98)",placeholder,https://offer-images.api.edeka/c3815229-edc8-4e71-9fe8-dac308a0b757_42155553.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
85,Somersby Cider,0.89,"0,33l DPG-Dose","versch. Sorten, + 0,25 Pfand, 0,33l DPG-Dose, (1l=2,70)",placeholder,https://offer-images.api.edeka/c8339006-9e17-4ea4-aed6-ab44bc9014cb_42400868_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
86,Söhnlein,2.69,"0,75l Flasche","versch. Sorten, 0,75l Flasche, (1l=3,59)",placeholder,https://offer-images.api.edeka/cfa14f7f-2345-41f8-9d19-3313f5acef57_4003310013476_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
87,Spanien Rioja Vina Nardos,1.99,"0,75l Flasche","spanischer Rotwein, fruchtig, 0,75l Flasche, (1l=2,65)",placeholder,https://offer-images.api.edeka/c040a4b4-dd84-4b22-8d80-9a7f0328056d_4311605481887_PER.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
88,Springer Urvater,4.79,"0,7l Flasche","28% Vol., 0,7l Flasche, (1l=6,84)",placeholder,https://offer-images.api.edeka/42ae34e5-9492-4b8c-9df2-00f74a509389_4001254139122_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
89,Storck Knoppers Riegel,1.49,5x40g = 200g Packung,"versch. Sorten, 5x40g = 200g Packung, (1kg=7,45)",placeholder,https://offer-images.api.edeka/3cc1eae7-a98d-46cc-a6da-b6fd762a6bca_4014400929065_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
90,Storck Toffifee 4+1 gratis,4.44,625g Packung,"Haselnuss in Caramel mit Nougatcreme, und Schokolade, 625g Packung, (1kg=7,10)",placeholder,https://offer-images.api.edeka/63bf1808-9077-410f-8a5c-861d6fd6fa12_4014400923377_PER.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
91,Tassimo oder Jacobs Kaffeekapseln,3.99,Packung,"versch. Sorten, z.B.: Jacobs Krönung XL 144g, Latte Macchiato Classico 264g, Jacobs Lungo Kapseln 104g, Kaffeekapseln für die meisten Nespresso*- Kaffeemaschinen, Packung, (1kg=27,71/15,11/38,37)",placeholder,https://offer-images.api.edeka/7eb48c30-0d36-4868-bd6d-57b13a4c26a5_8711000504895_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
92,Veltins Pilsener,10.99,"24x0,33/20x0,5l Flasche","versch. Sorten, + 3,42/3,10 Pfand, je nach Verfügbarkeit im Markt, 24x0,33/20x0,5l Flasche, (1l=1,39/1,10)",placeholder,https://offer-images.api.edeka/861001d0-2456-4244-90e5-353ef4eea5a9_4005249000367_PER.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
93,Vitakraft Hunde-Snacks,1.69,80g Beutel,"Ergänzungsfuttermittel für ausgewachsene Hunde, versch. Sorten, 80g Beutel, (1kg=21,13)",placeholder,https://offer-images.api.edeka/a5b94213-af2b-4bc3-9609-8b40c20c08f1_4008239586049_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
94,Wanderer Schmelzkäse,1.29,200g Becher,"Schmelzkäsezubereitung Sahne oder Kräuter, 50% Fett i. Tr., 200g Becher, (1kg=6,45)",placeholder,https://offer-images.api.edeka/be4735b8-bd9e-4b17-9f82-116269f808bf_4047800011160_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
95,Warsteiner Premium-Pilsener,6.99,5l Fass,"pfandfrei, 5l Fass, (1l=1,40)",placeholder,https://offer-images.api.edeka/2ed681a1-4b66-4eea-8ec8-07e120dc7f7c_4000856003275_VOR.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
96,Zwiebelbrot,1.99,750g Laib,"Spezial-Weizenmischbrot, mit Röstzwiebeln, 750g Laib, (1kg=2,65)",placeholder,https://offer-images.api.edeka/7003231c-69a6-4f9f-9ba6-fa0539be516e_472_zwiebelbrot_bo_anschnitt.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
97,Bauerngut Zartes Roastbeef oder Rumpsteak*,1.69,100g,"gereifte deutsch Jungbullen-Qualität, ein echter Hochgenuss, mind. 14 Tage zart gereift, 100g",placeholder,https://offer-images.api.edeka/299f93ef-fb43-4224-adce-9f2de175c5a6_roastbeef_u_rumpsteak_brett.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
98,Bauerngut Kalbsschnitzel*,2.79,100g,"nur aus der zarten Oberschale geschnitten, besonders hochwertiges und leckeres Fleisch, 100g",placeholder,https://offer-images.api.edeka/dc604700-e1e3-4e77-aa3a-7f9caf62a9f1_kalbsschnitzel_1.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
99,Hähnchenbrustfilet*,0.99,100g,"das zarteste Stück vom Hähnchen, 100g",placeholder,https://offer-images.api.edeka/495cc2cf-8041-436b-9e19-d3967fb2010e_1170_haehnchenbrustfilet_natur_deko.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
100,Bedford Domschinken*,2.79,100g,"eine Kochschinken-Spezialität, heiß geräuchert, über Buchenholz, der saftige Genuss, 100g",placeholder,https://offer-images.api.edeka/0c7474d4-432b-4c0e-b8ca-a88459a444a4_828.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
101,Wein?s Schwarzwälder Schinken*,1.99,100g,"kräftig im Geschmack, über Tannenholz herzhaft, geräuchert, im Frischpack, 100g",placeholder,https://offer-images.api.edeka/29d33583-0fe5-4418-9116-d0b9f556ba16_schwarzwaelderschinken_brett.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
102,Bauerngut Hähnchensalami*,1.79,100g,"Qualität, die man schmeckt, hergestellt aus 100% Hähnchenfleisch, 100g",placeholder,https://offer-images.api.edeka/c9e7fce0-0128-466b-bf48-8e04c9bb71df_70636_bg_haehnchensalami.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
103,Niederlande GUT&GÜNSTIG Rispentomaten,1.99,1kg,"Kl. I, 1kg",placeholder,https://offer-images.api.edeka/d6d5b107-7ced-414f-9cd7-1da484353b39_4651_rispentomaten_lose.png,"*Nicht in allen Filialen erhältlich. Alle weiteren Informationen der Firma und Anschrift Ihres teilnehmenden EDEKA-Marktes finden Sie unter www.edeka.de/marktsuche oder unter der Telefonnummer 0800 724 28 55 (kostenfrei aus dem dt. Fest- und Mobilfunknetz). Alle Angebote gültig bis Samstag, 29.04.2023, KW 17. Wir haben uns für diesen Zeitraum ausreichend bevorratet. Bitte entschuldigen Sie, wenn die Artikel auf Grund der großen Nachfrage dennoch im Einzelfall ausverkauft sein sollten. Abgabe in haushaltsüblichen Mengen. Für Darstellungsfehler übernehmen wir keine Haftung. EDEKA-Markt Minden-Hannover GmbH, Wittelsbacherallee 61, 32427 Minden.",2023-04-29,2023-04-24,2023-04-25
